Autor;Erscheinungsjahr;Titel;ISBN;Aktueller Preis
Sigrid Bekmeier-Feuerhahn, Karen van den Berg, Steffen H�hne, Rolf Keller, Birgit Mandel, Martin Tr�ndle, Tasos Zembylas;2013;"""Die Kunst des M�glichen - Management mit Kunst""";3837626881;Unbekannt
Gesine Borcherdt;2023;"""Dream on Baby""";3922895573;Unbekannt
Eefke Kleimann;2018;"""50 Jahre Avantgarde. Das Kabinett f�r aktuelle Kunst Bremerhaven""";3935127405;Unbekannt
Julius Meier-Graefe;1914;"""Entwicklungsgeschichte der modernen Kunst""";Unbekannt;Unbekannt
August Wilhelm von Schlegel;1846;"""Vorlesungen �ber dramatische Kunst und Literatur""";Unbekannt;Unbekannt
Unbekannt;1900;"""Monatschrift f�r Gottesdienst und kirchliche Kunst""";Unbekannt;Unbekannt
Gy�rgy Doczi;1996;"""Die Kraft der Grenzen""";3927118125;Unbekannt
Matthias Bruhn, Sara Hillnh�tter;21.08.2018;"""Bilder der Pr�zision""";9783110417081;29,95
Ferdinand Piper;12.12.2017;"""Mythologie und Symbolik der Christlichen Kunst von der �ltesten Zeit bis In's Sechzehnte Jahrhundert, Vol. 1 (Classic Reprint)""";0260977985;Unbekannt
J�rgen Morschel, Juliane Roh;1972;"""Deutsche Kunst der 60er Jahre""";Unbekannt;Unbekannt
Gesine Borcherdt;2023;"""Dream on Baby""";3922895573;Unbekannt
Eefke Kleimann;2018;"""50 Jahre Avantgarde. Das Kabinett f�r aktuelle Kunst Bremerhaven""";3935127405;Unbekannt
Julius Meier-Graefe;1914;"""Entwicklungsgeschichte der modernen Kunst""";Unbekannt;Unbekannt
August Wilhelm von Schlegel;1846;"""Vorlesungen �ber dramatische Kunst und Literatur""";Unbekannt;Unbekannt
Unbekannt;1900;"""Monatschrift f�r Gottesdienst und kirchliche Kunst""";Unbekannt;Unbekannt
Gy�rgy Doczi;1996;"""Die Kraft der Grenzen""";3927118125;Unbekannt
Matthias Bruhn, Sara Hillnh�tter;21.08.2018;"""Bilder der Pr�zision""";9783110417081;29,95
Ferdinand Piper;12.12.2017;"""Mythologie und Symbolik der Christlichen Kunst von der �ltesten Zeit bis In's Sechzehnte Jahrhundert, Vol. 1 (Classic Reprint)""";0260977985;Unbekannt
J�rgen Morschel, Juliane Roh;1972;"""Deutsche Kunst der 60er Jahre""";Unbekannt;Unbekannt
L. Giuliani;1980;"""Bilder vom Menschen in der Kunst des Abendlandes""";Unbekannt;Unbekannt
Hermann Bauer;1965;"""Kunst und Utopie""";Unbekannt;Unbekannt
Moritz Siebert;13.11.2017;"""Totenmaske und Portr�t""";3828833039;Unbekannt
Museum f�r Kunst und Gewerbe Hamburg;1990;"""Kunst f�r Hamburg""";Unbekannt;Unbekannt
Unbekannt;1985;"""KUNST DES LESENS-LESEMOBEL UND LESEVERHALTEN VOM MITTELALTER BIS ZUR GEGENWART.""";Unbekannt;Unbekannt
Gottfried Semper;1966;"""Wissenschaft, Industrie und Kunst""";Unbekannt;Unbekannt
Hans-J�rgen Geischer;2018;"""Das Problem der Typologie in der �ltesten christlichen Kunst""";9783643133366;54,9
Wilhelm L�bke;1873;"""Vorschule zum Studium der kirchlichen Kunst des deutschen Mittelalters""";Unbekannt;Unbekannt
Johann Joachim Winckelmann;1934;"""Geschichte der Kunst des Altertums""";Unbekannt;Unbekannt
Unbekannt;1987;"""Der unverbrauchte Blick""";Unbekannt;Unbekannt
Jakob von Falke;04.08.2016;"""Aus dem Weiten Reiche der Kunst""";1333170858;Unbekannt
Hanna Heinrich;42.020;"""�sthetik der Autonomie""";3837652149;Unbekannt
Rudolph Lepke's Kunst-Auctions-Haus;1929;"""Gem�lde alter Meister, Handzeichnungen und Graphik alter und neuerer Meister""";Unbekannt;Unbekannt
Unbekannt;1990;"""Hidden impressions""";Unbekannt;Unbekannt
Hanna Heinrich;42.020;"""�sthetik der Autonomie""";3837652149;Unbekannt
Rudolph Lepke's Kunst-Auctions-Haus;1929;"""Gem�lde alter Meister, Handzeichnungen und Graphik alter und neuerer Meister""";Unbekannt;Unbekannt
Unbekannt;1990;"""Hidden impressions""";Unbekannt;Unbekannt
Gisela Nauck;1997;"""Musik im Raum, Raum in der Musik""";3515070001;Unbekannt
Johannes Beck-Neckermann;18.08.2014;"""Mit Kindern Musik entdecken""";9783867936231;3,99
Unbekannt;1842;"""Neue Zeitschrift f�r Musik""";Unbekannt;Unbekannt
J�rgen Geisenberger;1999;"""Joseph Beuys und die Musik""";3828880223;Unbekannt
Stefan Weinacht, Helmut Scherer, Holger Schramm;15.01.2008;"""Wissenschaftliche Perspektiven auf Musik und Medien""";3531152742;Unbekannt
Lenz Meierott;1997;"""Musik und Hochschule""";3826014375;Unbekannt
Unbekannt;1862;"""S�ddeutsche Musik-Zeitung""";Unbekannt;Unbekannt
Ronald Gr�tz, Christian H�ppner;03.07.2019;"""Meta.Macht.Musik""";3958295266;Unbekannt
Carl Czerny;1851;"""Umriss der ganzen Musik-Geschichte""";Unbekannt;Unbekannt
Alexander Niebler, Josefin Schulze, Agnes Kloos;17.02.2025;"""Musik � Zeit � Kreativit�t""";9783990942932;34,79
Uwe Plasger;14.02.2012;"""W�rterbuch zur Musik / Dictionnaire de la terminologie musicale""";9783111646435;109,95
Ulrike Theilen;07.10.2015;"""Mach Musik!""";9783497602513;32,99
Manfred Spitzer;01.01.2018;"""Musik im Kopf""";9783608169027;27,99
Ekkehard Ochs;01.01.2009;"""Universit�t und Musik im Ostseeraum""";9783865961839;60
Unbekannt;1862;"""Deutsche Musik-Zeitung""";Unbekannt;Unbekannt
Joachim Stange-Elbe;16.10.2015;"""Computer und Musik""";9783486720198;49,95
Holger Schramm;03.07.2019;"""Handbuch Musik und Medien""";9783658218997;109,99
C�cilie Blume;18.06.2014;"""Popul�re Musik bei Bestattungen""";9783170251618;44,99
Robert Heyer, Sebastian Wachs, Christian Palentien;12.12.2012;"""Handbuch Jugend - Musik - Sozialisation""";9783531189123;79,99
Unbekannt;1845;"""Wiener Allgemeine Musik-Zeitung""";Unbekannt;Unbekannt
Unbekannt;1835;"""Geschichte der Musik aller Nationen""";Unbekannt;Unbekannt
Fr�d�ric D�hl, Daniel Martin Feige;30.11.2015;"""Musik und Narration""";9783839427309;34,99
Johann Nikolaus Forkel;1788;"""Allgemeine Geschichte der Musik""";Unbekannt;Unbekannt
Kai Koch, Bernd Reuschenbach;06.11.2024;"""Musik in der Altenhilfe""";9783170424265;34,99
Forkel, Johann Nikolaus Forkel;1788;"""Allgemeine Geschichte der Musik""";Unbekannt;Unbekannt
Harriet Oelers;06.09.2021;"""Elektroakustische Musik in der DDR""";9783412523091;55
Robert Schumann;1857;"""Neue Zeitschrift f�r Musik""";Unbekannt;Unbekannt
Sabine Mecking, Manuela Schwartz, Yvonne Wasserloos;09.08.2021;"""Rechtsextremismus � Musik und Medien""";9783847013273;55
Heike Lindner;14.05.2014;"""Musik f�r den Religionsunterricht""";9783647702087;28
Heinrich Adolf K�stlin;1875;"""Geschichte der Musik""";Unbekannt;Unbekannt
J�rgen Stolzenberg;01.09.2021;"""Ausdruck in der Musik""";9783967074574;68,99
Joseph Willimann;31.10.2014;"""Werkstatttexte zur Neuen Musik""";9783487150826;Unbekannt
Johannes Flecker;21.08.2014;"""Die Bedeutung von Musik f�r die Gestaltung von Markenpers�nlichkeit""";9783658067427;35,96
Iwen Schmees;10.04.2008;"""Musik in der Mittelalter-Szene""";9783836611893;48
Gabriele Hofmann, Julia Lutz;2022;"""In Resonanz: P�dagogische, didaktische und wissenschaftliche Reflexionen �ber Musik""";9783830995531;35,99
Kristin Bauer;72.017;"""Musik, Mythen und Riten alter und moderner Gesellschaften. Eine Studie zur Musiktherapie""";9783959353922;34,99
Unbekannt;1860;"""Recensionen und Mittheilungen �ber Theater und Musik""";Unbekannt;Unbekannt
Johann Carl Voigt;1742;"""Gespr�ch von der Musik zwischen einem Organisten und Adjuvanten, darinnen nicht nur von verschiedenen Mi�br�uchen, so bey der Musik eingerissen, gehandelt, sondern auch eines und das andere beym Klavier- und OrgelBpielen angemerket wird ... In vier Unterredungen""";Unbekannt;Unbekannt
Unbekannt;1886;"""Monatshefte f�r Musik-Geschichte""";Unbekannt;Unbekannt
Johann Helm;1870;"""Allgemeine Musik- und Harmonielehre""";Unbekannt;Unbekannt
Adolf Alfred Michaelis;1895;"""Vermischte Aufs�tze �ber Musik belehrenden""";Unbekannt;Unbekannt
Unbekannt;1881;"""Fliegende bl�tter f�r katholische kirchen-musik""";Unbekannt;Unbekannt
Allgemeine Musik-Gesellschaft Z�rich;1813;"""Neujahrst�ck der Allgemeinen Musik-Gesellschaft in Z�rich""";Unbekannt;Unbekannt
Gustav Schilling, Deutscher National-Verein f�r Musik und ihre Wissenschaft;1839;"""Jahrb�cher des deutschen National-Vereins f�r Musik und ihre Wissenschaft. Verantwortl. Red.: Hofrath Dr. G. Schilling""";Unbekannt;Unbekannt
L. Schoeberlein;1881;"""Die Musik im Cultus der evangelischen Kirche""";Unbekannt;Unbekannt
Hans M�ller;1883;"""Die Musik Wilhelms von Hirschau""";Unbekannt;Unbekannt
Unbekannt;1889;"""Deutsche Kunst- & Musik-Zeitung""";Unbekannt;Unbekannt
Hans von Wolzogen;1888;"""Thematischer leitfaden durch die musik des Parsifal""";Unbekannt;Unbekannt
Otto Neitzel;1890;"""Der F�hrer durch die Oper des Theaters der gegenwart, test, musik und scene erl�uternd...Ideutsche Opern""";Unbekannt;Unbekannt
Carl Georg Peter Gr�dener;1872;"""Gesammelte aufs�tze �ber kunst, vorzugsweise musik""";Unbekannt;Unbekannt
Paul Poirson;1877;"""Cinq-Mars. Oper in 4 Akt. von --- und Louis Gallet. Zur Musik deutsch von Ferdinand Gumbert. Musik von Charles Gounod""";Unbekannt;Unbekannt
Eidgen�ssisches Turnfest;1878;"""Ordnungs- und Frei�bungen mit Musik f�r das eidg. Turnfest in St. Gallen 1878""";Unbekannt;Unbekannt
Tatjana Bielke;02.03.2012;"""Musik verstehen - musikalische Wahrnehmung, Rezeption und Kommunikation""";9783869439839;39,99
Hans Hermann Wickel;19.02.2018;"""Musik in der Sozialen Arbeit""";9783825249441;Unbekannt
Adolf Moritz Hofmeister, Friedrich Hofmeister;1876;"""Handbuch der musikalischen Literatur""";Unbekannt;Unbekannt
Michael Huber;25.09.2017;"""Musikh�ren im Zeitalter Web 2.0""";9783658192006;22,99
J�rgen Tauchnitz;13.03.2013;"""Werbung mit Musik""";9783642523885;38,66
Juan G. Roederer;07.03.2013;"""Physikalische und psychoakustische Grundlagen der Musik""";9783642571381;62,99
G�nther Bernatzky, Gunter Kreutz;15.07.2015;"""Musik und Medizin""";9783709115992;66,99
Unbekannt;1915;"""Die Musik""";Unbekannt;Unbekannt
Holger Schramm, Benedikt Spangardt, Nicolas Ruth;15.12.2016;"""Medien und Musik""";9783658013240;12,99
Alfred Sch�z;1900;"""Zur �sthetik der Musik""";Unbekannt;Unbekannt
Horst-Peter Hesse;11.03.2013;"""Musik und Emotion""";9783709160930;54,99
Boris Luban-Plozza, Mario Delli Ponti, Hans H. Dickhaut;05.10.2013;"""Musik und Psyche""";9783034858243;49,99
Heinrich Berl;1926;"""Das Judentum in der Musik""";Unbekannt;Unbekannt
Unbekannt;1967;"""Musik des Ostens""";Unbekannt;Unbekannt
Staatliche Hochschule f�r Musik und Theater Hannover;1973;"""Staatliche Hochschule f�r Musik und Theater Hannover""";Unbekannt;Unbekannt
Robert Schumann;1964;"""Neue Zeitschrift f�r Musik""";Unbekannt;Unbekannt
Beate Philipp;1993;"""Komponistinnen der neuen Musik""";Unbekannt;Unbekannt
Stefan Weinacht, Helmut Scherer;09.05.2008;"""Wissenschaftliche Perspektiven auf Musik und Medien""";9783531908595;42,25
Paul R�ntsch;1918;"""Festschrift zum 75j�hrigen Bestehen des K�nigl. Konservatoriums der Musik zu Leipzig am 2. April 1918""";Unbekannt;Unbekannt
Friedrich Wilhelm Nietzsche;1927;"""Vorstufen der Geburt der Tragodie aus dem Geiste der Musik: Sokrates und die Trag�die""";Unbekannt;Unbekannt
Unbekannt;1967;"""Neue Zeitschrift f�r Musik""";Unbekannt;Unbekannt
Carl August Rau;1918;"""Geschichte der Musik vom Beginne der christlichen Zeitrechnung bis zum Ausgange des XIX. Jahrhunderts""";Unbekannt;Unbekannt
Patrick Rothfuss;13.02.2015;"""Die Musik der Stille""";9783608107722;9,99
Hugo Riemann, Alfred Einstein;1929;"""Hugo Riemanns Musik lexikon""";Unbekannt;Unbekannt
Dominik Schrage, Holger Schwetter, Anne-Kathrin Hoklas;05.11.2019;"""""Zeiten des Aufbruchs"" - Popul�re Musik als Medium gesellschaftlichen Wandels""";9783658214104;46,99
Ernst Anton Nicolai;1990;"""Die Verbindung der Musik mit der Artzneygelahrheit""";Unbekannt;Unbekannt
Stefanie Stadler Elmer;27.11.2014;"""Kind und Musik""";9783642416927;46,99
Mohamed Seif Yasien;1988;"""Traditionelle Musik im Kulturwandel des Nordsudan""";Unbekannt;Unbekannt
Unbekannt;1964;"""Neue Zeitschrift fu r Musik""";Unbekannt;Unbekannt
Marie Louise Herzfeld-Schild;13.03.2020;"""Musik und Emotionen""";9783476056634;62,99
Hellmut Federhofer;1955;"""Musik alter Meister""";Unbekannt;Unbekannt
Paul Hindemith, George Tyler;1958;"""Lied Von Der Musik""";Unbekannt;Unbekannt
Christofer Jost, Gerd Sebald;30.04.2020;"""Musik � Kultur � Ged�chtnis""";9783658296094;49,99
Kati Korn;11.06.2010;"""Musik Merchandising aus Konsumentenperspektive""";3834923915;Unbekannt
Ralf von Appen, Thorsten Hindrichs;31.10.2020;"""One Nation Under a Groove - �Nation� als Kategorie popul�rer Musik""";9783839455814;20,99
Unbekannt;1951;"""Jahresverzeichnis der deutschen Musikalien und Musikschriften""";Unbekannt;Unbekannt
Annette Langen, Walter Piel;1993;"""Musik und Heilp�dagogik""";Unbekannt;Unbekannt
Unbekannt;1986;"""Musik in den Medien""";Unbekannt;Unbekannt
Klaus Kuhnke, Peter Schulze;1975;"""Schriften Zur Popul�ren Musik""";Unbekannt;Unbekannt
Nils Grosch;16.12.2016;"""Die Musik der Neuen Sachlichkeit""";9783476037718;34,99
Mark Delaere, Helga De la Motte-Haber, Herman Sabbe;1995;"""Neue Musik, �sthetik und Ideologie""";Unbekannt;Unbekannt
Carlo Bertelli;1985;"""Kunst, Musik, Schauspiel""";3205063813;Unbekannt
Richard Oehler;1948;"""Nietzsche-Register""";Unbekannt;Unbekannt
Erich Schulze;1981;"""Urheberrecht in der Musik""";3110084066;Unbekannt
Gerald Bennett;1975;"""Erste Woche f�r elektronische Musik""";Unbekannt;Unbekannt
Ursula G�nther, Ludwig Finscher;1984;"""Musik und Text in der Mehrstimmigkeit des 14. und 15. Jahrhunderts""";Unbekannt;Unbekannt
Ernst Ronowski;1985;"""Gene Krupa, seine Musik auf Schallplatten, 1927-1973""";Unbekannt;Unbekannt
Jan Trojan, Milan Vach;1983;"""Das Waldhorn in der Geschichte und Gegenwart der tschechischen Musik""";Unbekannt;Unbekannt
G�nther R�tter;02.08.2017;"""Handbuch Funktionale Musik""";9783658102197;119,99
Laura Patrizia Fleischer, Florian Heesch;24.10.2019;"""�Sounds like a real man to me� � Popul�re Kultur, Musik und M�nnlichkeit""";9783658223076;34,99
Kathrin Dreckmann, Carsten Heinze, Dagmar Hoffmann, Dirk Matejovski;07.02.2022;"""Jugend, Musik und Film""";9783110730715;49,95
Nikolaus Urbanek, Melanie Wald-Fuhrmann;13.11.2018;"""Von der Autonomie des Klangs zur Heteronomie der Musik""";9783476046543;46,99
Detlef Gojowy;1990;"""Studien zur Musik des XX. Jahrhunderts in Ost- und Ostmitteleuropa""";Unbekannt;Unbekannt
Nicola Gess, Alexander Honold;21.11.2016;"""Handbuch Literatur & Musik""";9783110301427;139,95
Unbekannt;1960;"""Forum""";Unbekannt;Unbekannt
Unbekannt;1900;"""Zeitschrift der Internationalen Musikgesellschaft""";Unbekannt;Unbekannt
Marina Schwarz;29.06.2021;"""Das verd�chtig Popul�re in der Musik""";3658326891;Unbekannt
Joachim Kaiser;1977;"""Erlebte Musik""";Unbekannt;Unbekannt
Magdalena F�rnkranz, Harald Huber;102.021;"""Auff�hrungsrituale der Musik""";3837658848;Unbekannt
Unbekannt;1994;"""Ver�ffentlichungen der Universit�t Innsbruck""";Unbekannt;Unbekannt
Michael Ahlers, Lorenz Gr�newald-Schukalla, Martin L�cke, Matthias Rauch;20.08.2018;"""Big Data und Musik""";9783658212209;46,99
Hans-J�rgen D�pp;08.05.2012;"""Musik & Eros""";9781780424989;15,35
Arnold Schoenberg Institute, Kathryn P. Glennan, Jerry L. McBride, R. Wayne Shoaf;1986;"""Arnold Schoenberg Institute Archives Preliminary Catalog""";Unbekannt;Unbekannt
Ferdinand Breitschopf, Joachim Claucig, Paul M�ller, Stefan Oslansky;2019;"""Musik aktiv""";3209091323;Unbekannt
Diedrich Diederichsen;08.03.2014;"""�ber Pop-Musik""";9783462307832;35,99
Ulrike Kranefeld, Johannes Voit;24.09.2020;"""Musikunterricht im Modus des Musik-Erfindens""";9783830991700;Unbekannt
Michael Dartsch, Jens Knigge, Anne Niessen, Friedrich Platz, Christine St�ger;10.09.2018;"""Handbuch Musikp�dagogik""";9783825250409;Unbekannt
Unbekannt;1991;"""Deutschsprachige Verlage""";Unbekannt;Unbekannt
Unbekannt;1971;"""Zeitschrift f�r Musikwissenschaft""";Unbekannt;Unbekannt
Claudius Netzel;13.08.2012;"""Musik in der 9./10. Klasse""";3834433861;Unbekannt
Unbekannt;1995;"""Oesterreichische Bibliographie""";Unbekannt;Unbekannt
Ronja von R�nne;12.01.2022;"""Ende in Sicht""";9783423439442;9,99
Eckart Altenm�ller;27.02.2018;"""Vom Neandertal in die Philharmonie""";9783827421869;22,99
Unbekannt;1966;"""Europa""";Unbekannt;Unbekannt
Otto Zeller;1992;"""International bibliography of periodical literature covering all fields of knowledge""";Unbekannt;Unbekannt
Sandra Blomann, Julia Schlimok;21.06.2021;"""Differenzierte Lesespurgeschichten Musik""";9783403081722;Unbekannt
Gottfried Rost, Helmut Schulze;1960;"""Der sozialistische Realismus in Kunst und Literatur""";Unbekannt;Unbekannt
Anne M�ller;26.10.2011;"""H�r mal: Unsere Musik""";9783551250391;Unbekannt
Petra Maisak;1981;"""Arkadien""";Unbekannt;Unbekannt
Nils-Eric Ringbom;1955;"""�ber die Deutbarkeit der Tonkunst""";Unbekannt;Unbekannt
Unbekannt;1930;"""Archiv f�r die gesamte Psychologie""";Unbekannt;Unbekannt
Gotthold Ephraim Lessing;1883;"""Lessings Werke""";Unbekannt;Unbekannt
Franz Altheim;1955;"""Reich gegen Mitternacht""";Unbekannt;Unbekannt
Karl Goedeke;1960;"""Grundriss zur Geschichte der deutschen Dichtung aus den Quellen von K. Goedeke""";Unbekannt;Unbekannt
Rumi;13.12.2021;"""Die Musik, die wir sind""";9783867813631;8,9
Stefan K�lsch;15.04.2019;"""Good Vibrations""";9783843720502;12,99
Evke Rulffes;26.10.2021;"""Die Erfindung der Hausfrau � Geschichte einer Entwertung""";9783749951178;9,99
Unbekannt;1978;"""Jazz research""";Unbekannt;Unbekannt
Gunnar Hindrichs;09.12.2013;"""Die Autonomie des Klangs""";9783518734025;16,99
Unbekannt;1979;"""Feedback Papers""";Unbekannt;Unbekannt
Unbekannt;1959;"""Deutsche Bibliographie""";Unbekannt;Unbekannt
Franz Grillparzer;1914;"""Gesamtregister zu Grillparzers Werken""";Unbekannt;Unbekannt
Ulrich Pothast;1982;"""Die eigentlich metaphysische T�tigkeit""";Unbekannt;Unbekannt
Maxim Leo;10.02.2022;"""Der Held vom Bahnhof Friedrichstra�e""";9783462302455;9,99
Wolfgang F. Bender;1997;"""Theaterperiodika des 18. Jahrhunderts""";Unbekannt;Unbekannt
Alexis Ragougneau;14.02.2022;"""Opus 77""";9783293311213;9,99
Charlott Falkenhagen, Laurenz Volkmann;11.06.2019;"""Musik im Fremdsprachenunterricht""";9783823391029;23,99
Unbekannt;1926;"""Meyers Lexikon: Marut-Oncidium""";Unbekannt;Unbekannt
Tanja Wehr;27.03.2018;"""Die Sketchnote Starthilfe - Neue Bilderwelten""";9783958455092;21,99
Unbekannt;1934;"""Max Hesse's deutscher Musiker-Kalender f�r das Jahr ...""";Unbekannt;Unbekannt
Unbekannt;1958;"""Schweiz""";Unbekannt;Unbekannt
Unbekannt;1979;"""Gitarre + Laute""";Unbekannt;Unbekannt
Wolfgang Laade;1971;"""Gegenwartsfragen der Musik in Afrika und Asien""";Unbekannt;Unbekannt
Unbekannt;1788;"""Meine Geschichte""";Unbekannt;Unbekannt
Unbekannt;1961;"""Musica Schallplatte""";Unbekannt;Unbekannt
Thomas Christen;14.09.2019;"""Die Privilegierten""";9789925332021;Unbekannt
Unbekannt;1953;"""Plan""";Unbekannt;Unbekannt
Nicole Weber;18.10.2022;"""Lernstationen Musik: Instrumente""";9783834433107;Unbekannt
Wolfgang Rathert, Berndt Ostendorf;17.10.2018;"""Musik der USA""";3955931129;Unbekannt
Marcellinus Edorh;1991;"""Theater in Ghana""";Unbekannt;Unbekannt
Unbekannt;1984;"""Annuario Internazionale Di Iconografia Musicale""";Unbekannt;Unbekannt
Unbekannt;1972;"""Melos""";Unbekannt;Unbekannt
Wolfgang Suppan;1964;"""Steirisches Musiklexikon""";Unbekannt;Unbekannt
Oliver Georgi, Martin Benninghoff;03.11.2020;"""Soundtrack Deutschland""";9783745904604;27,99
Unbekannt;1930;"""Funk: die Wochenschrift des Funkwesens""";Unbekannt;Unbekannt
Sally Haslanger;13.12.2021;"""Der Wirklichkeit widerstehen""";9783518744512;21,99
Unbekannt;1995;"""Markenblatt""";Unbekannt;Unbekannt
Karin Schuh;01.07.2014;"""Tier-Musik im Kindergarten""";3931862755;Unbekannt
Karlheinz Stockhausen;1989;"""Texte zur Musik""";3770122496;Unbekannt
Unbekannt;1982;"""Kulturelles Erbe, Lebensbilder aus sechs Jahrhunderten""";Unbekannt;Unbekannt
Herwig Knaus, Gottfried Scholz;1988;"""Formen in der Musik: Anregungen zur Musikanalyse""";Unbekannt;Unbekannt
Silvain Guignard, Heiko Bels;1996;"""Musik in Japan""";Unbekannt;Unbekannt
Carl Aigner;1999;"""Kunst & Kultur in �sterreich""";Unbekannt;Unbekannt
Eduardo Marx;1998;"""Heidegger und der Ort der Musik""";3826015282;Unbekannt
Joachim Kaiser;01.09.2017;"""Kaisers Klassik""";9783492977364;14,99
Niels Thulstrup;2000;"""Kierkegaardiana""";Unbekannt;Unbekannt
Unbekannt;1926;"""Deutsches B�cherverzeichnis""";Unbekannt;Unbekannt
Kurt Kr�mer;10.03.2022;"""Du darfst nicht alles glauben, was du denkst""";9783462304145;9,99
Unbekannt;1894;"""Gesammt-Verlags katalog des deutschen buchhandels und des mit ihm im direkten verkehr stehenden Auslandes""";Unbekannt;Unbekannt
